epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,24.3535,1.04892,2.71505,1.4931,0.00333,1,0.09045,0.04523,2.0058,4.12004,1.83711,0,0,0
2,36.7682,1.0165,2.61894,1.49487,0.00333,1,0.09045,0.05427,1.65212,3.79896,1.62192,1.01e-05,1.01e-05,1.01e-05
