epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.44154,0.80145,2.645,1.35935,0.00333,1,0.16583,0.0995,1.64272,3.93889,1.63795,0,0,0
2,19.1416,0.79537,2.56799,1.36971,0.00333,1,0.12437,0.08706,1.38518,3.7236,1.49175,1.01e-05,1.01e-05,1.01e-05
